"stop_code","stop_name","address","routes","url"
"Q11 015","Trạm xe buýt [Q11 015] Trung tâm chăm sóc sức khỏe sinh sản, Quận 11","957 Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14, 27, 103","https://xebuyt.net/155-trung-tam-cham-soc-suc-khoe-sinh-san"
"QTD 024","Trạm xe buýt [QTD 024] Công ty Minh Nghệ, Quận Thủ Đức","96D3 Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","29, 141","https://xebuyt.net/1550-cong-ty-minh-nghe"
"53A","Trạm xe bus Qua ngã 4 Quốc Lộ 23B - Quốc lộ 3","","53A, 61","https://xebuyt.net/1550-qua-nga-4-quoc-lo-23b-quoc-lo-3"
"QTD 028","Trạm xe buýt [QTD 028] Cây Xăng Bình Chiểu, Quận Thủ Đức","828 Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","141","https://xebuyt.net/1551-cay-xang-binh-chieu"
"53A","Trạm xe bus Ngã 3 Thôn Cổ Hợp - Đường 23B","","53A, 61","https://xebuyt.net/1551-nga-3-thon-co-hop-duong-23b"
"53A","Trạm xe bus Trạm Y tế xã Vân Nội (cắm mới)","","53A","https://xebuyt.net/1552-tram-y-te-xa-van-noi-cam-moi"
"QTD 026","Trạm xe buýt [QTD 026] UBND Phường Tam Bình, Quận Thủ Đức","640 Tô Ngọc Vân, Quận Thủ Đức, Tp.Hồ Chí Minh","29, 141","https://xebuyt.net/1552-ubnd-phuong-tam-binh"
"53A","Trạm xe bus Đối diện cột điện 14 - Thôn Viên Nội (cắm mới)","","53A","https://xebuyt.net/1553-doi-dien-cot-dien-14-thon-vien-noi-cam-moi"
"QTD 031","Trạm xe buýt [QTD 031] Nhà hàng Song Sinh, Quận Thủ Đức","992 Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","141","https://xebuyt.net/1553-nha-hang-song-sinh"
"QTD 029","Trạm xe buýt [QTD 029] Chợ Bình Chiểu, Quận Thủ Đức","878 Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","141","https://xebuyt.net/1554-cho-binh-chieu"
"53A","Trạm xe bus Đình Vân Nội (cắm mới)","","53A","https://xebuyt.net/1554-dinh-van-noi-cam-moi"
"53A","Trạm xe bus Đối diện Cty TNHH Đầu tư Đại phát Bình Sơn Hà","","53A","https://xebuyt.net/1555-doi-dien-cty-tnhh-dau-tu-dai-phat-binh-son-ha"
"QTD 032","Trạm xe buýt [QTD 032] Ngã 3 Linh Trung 2, Quận Thủ Đức","Hoàn Cầu Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","141","https://xebuyt.net/1555-nga-3-linh-trung-2"
"QTD 034","Trạm xe buýt [QTD 034] Khu Công nghiệp Đồng an, Quận Thủ Đức","7/2 Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","141","https://xebuyt.net/1556-khu-cong-nghiep-dong-an"
"53A","Trạm xe bus Qua đối diện cổng làng Phương Trạch 200m","","53A","https://xebuyt.net/1556-qua-doi-dien-cong-lang-phuong-trach-200m"
"53A","Trạm xe bus Đối diện liên doanh EBARA - Vĩnh Ngọc","","53A","https://xebuyt.net/1557-doi-dien-lien-doanh-ebara-vinh-ngoc"
"QTD 030","Trạm xe buýt [QTD 030] UBND Phường Bình Chiểu, Quận Thủ Đức","920 Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","141","https://xebuyt.net/1557-ubnd-phuong-binh-chieu"
"QTD 033","Trạm xe buýt [QTD 033] Chợ Đồng An, Quận Thủ Đức","28A Tỉnh lộ 43, Quận Thủ Đức, Tp.Hồ Chí Minh","141","https://xebuyt.net/1558-cho-dong-an"
"1600","Trạm xe bus Chợ Nội Duệ - Quốc Lộ 1","","54","https://xebuyt.net/1558-cho-noi-due-quoc-lo-1"
"QBT 209","Trạm xe buýt [QBT 209] Nghĩa trang Đa Minh, Quận Bình Tân","Nghĩa trang Đa Minh Bình Long, Quận Bình Tân, Tp.Hồ Chí Minh","144","https://xebuyt.net/1559-nghia-trang-da-minh"
"1601","Trạm xe bus Thị trấn Lim - QL1","","54","https://xebuyt.net/1559-thi-tran-lim-ql1"
"162","Trạm xe bus Cách lối rẽ vào UBND xã Vạn Phúc 70m - Đê Hữu Hồng","","48","https://xebuyt.net/156-cach-loi-re-vao-ubnd-xa-van-phuc-70m-de-huu-hong"
"Q10 009","Trạm xe buýt [Q10 009] Nguyễn Kim, Quận 10","781 Đường 3/2, Quận 10, Tp.Hồ Chí Minh","02, 14, 27","https://xebuyt.net/156-nguyen-kim"
"1602","Trạm xe bus Chi Cục thuế Tiên Du (đối diện 172 Lý Thường Kiệt)- QL1","","54","https://xebuyt.net/1560-chi-cuc-thue-tien-du-doi-dien-172-ly-thuong-kiet-ql1"
"BX54","Trạm xe buýt [BX54] Cư xá Nhiêu Lộc, Quận Tân Phú","Bến xe buýt Cư xá Nhiêu Lộc Lê Thúc Hoạch, Quận Tân Phú, Tp.Hồ Chí Minh","30, 144","https://xebuyt.net/1560-cu-xa-nhieu-loc"
"QTP 115","Trạm xe buýt [QTP 115] Bình Long, Quận Tân Phú","239 Lê Thúc Hoạch, Quận Tân Phú, Tp.Hồ Chí Minh","30, 144","https://xebuyt.net/1561-binh-long"
"1603","Trạm xe bus Uỷ ban nhân dân thị trấn Lim (Đối diện 143 Hai Bà Trưng) - Quốc Lộ 1","","54","https://xebuyt.net/1561-uy-ban-nhan-dan-thi-tran-lim-doi-dien-143-hai-ba-trung-quoc-lo-1"
"QBT 212","Trạm xe buýt [QBT 212] Chùa Như Thị Thất, Quận Bình Tân","25 Bình Long, Quận Bình Tân, Tp.Hồ Chí Minh","41, 144","https://xebuyt.net/1562-chua-nhu-thi-that"
"1604","Trạm xe bus Võ Cường (Trạm Cân) - Đối diện CH xăng dầu 150 - Quốc Lộ 1","","54","https://xebuyt.net/1562-vo-cuong-tram-can-doi-dien-ch-xang-dau-150-quoc-lo-1"
"QTP 139","Trạm xe buýt [QTP 139] Ngã 4 bốn xã, Quận Tân Phú","245 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 144","https://xebuyt.net/1563-nga-4-bon-xa"
"54","Trạm xe bus Uỷ ban nhân dân thị trấn Lim (173 Hai Bà Trưng) - Quốc Lộ 1","","54","https://xebuyt.net/1563-uy-ban-nhan-dan-thi-tran-lim-173-hai-ba-trung-quoc-lo-1"
"54","Trạm xe bus Quảng trường BX Bắc Ninh","","54","https://xebuyt.net/1564-quang-truong-bx-bac-ninh"
"QBT 210","Trạm xe buýt [QBT 210] Sơn Xuân Phát, Quận Bình Tân","175 Bình Long, Quận Bình Tân, Tp.Hồ Chí Minh","144","https://xebuyt.net/1564-son-xuan-phat"
"54","Trạm xe bus 34 Nguyễn Văn Cừ - TP Bắc Ninh - Quốc Lộ 1","","54","https://xebuyt.net/1565-34-nguyen-van-cu-tp-bac-ninh-quoc-lo-1"
"QTP 138","Trạm xe buýt [QTP 138] Trâm Tâm Mua Sắm, Quận Tân Phú","165 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 32, 144","https://xebuyt.net/1565-tram-tam-mua-sam"
"QBT 211","Trạm xe buýt [QBT 211] Bình Long, Quận Bình Tân","660 (99) Bình Long, Quận Bình Tân, Tp.Hồ Chí Minh","41, 144","https://xebuyt.net/1566-binh-long"
"54","Trạm xe bus Trước lối vào phòng giao dịch VietinBank 30m - TT Lim - QL1","","54","https://xebuyt.net/1566-truoc-loi-vao-phong-giao-dich-vietinbank-30m-tt-lim-ql1"
"QTP 136","Trạm xe buýt [QTP 136] Cây Xăng Hòa Bình, Quận Tân Phú","176/26 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 62, 64, 69, 144","https://xebuyt.net/1567-cay-xang-hoa-binh"
"54","Trạm xe bus Duệ Đông (trước cổng làng Lộ Bao 150m) - TT Lim - QL 1","","54","https://xebuyt.net/1567-due-dong-truoc-cong-lang-lo-bao-150m-tt-lim-ql-1"
"54","Trạm xe bus Khu công nghiệp Tiên Sơn (trước đối diện lối vào KCN 30m) - Quốc Lộ 1","","54","https://xebuyt.net/1568-khu-cong-nghiep-tien-son-truoc-doi-dien-loi-vao-kcn-30m-quoc-lo-1"
"QTP 140","Trạm xe buýt [QTP 140] Ngã 4 bốn xã, Quận Tân Phú","257 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 144","https://xebuyt.net/1568-nga-4-bon-xa"
"Q11 046","Trạm xe buýt [Q11 046] Bãi xe buýt Đầm Sen, Quận 11","7B (Bến xe buýt Đầm Sen) Hòa Bình, Quận 11, Tp.Hồ Chí Minh","15, 23, 62, 64, 69, 144","https://xebuyt.net/1569-bai-xe-buyt-dam-sen"
"1611","Trạm xe bus Đường vào chùa Tiêu (Đối diện Trung tâm Logicstic - ICD Tiên Sơn) - Viềng - Quốc Lộ 1","","54","https://xebuyt.net/1569-duong-vao-chua-tieu-doi-dien-trung-tam-logicstic-icd-tien-son-vieng-quoc-lo-1"
"Q10 010","Trạm xe buýt [Q10 010] Nhà thờ tin lành Nguyễn Tri Phương, Quận 10","635 Đường 3/2, Quận 10, Tp.Hồ Chí Minh","02, 14, 27","https://xebuyt.net/157-nha-tho-tin-lanh-nguyen-tri-phuong"
"48","Trạm xe bus Qua lối rẽ vào UBND xã Vạn Phúc 50m - Đê Hữu Hồng","","48","https://xebuyt.net/157-qua-loi-re-vao-ubnd-xa-van-phuc-50m-de-huu-hong"
"QTP 137","Trạm xe buýt [QTP 137] Ngã 4 Hòa Bình, Quận Tân Phú","69 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 62, 64, 69, 144","https://xebuyt.net/1570-nga-4-hoa-binh"
"1613","Trạm xe bus Qua đường vào thôn Đồng Giá 50m - Tỉnh lộ 131 (chiều đi Sóc Sơn)","","56A, 56B, 56C","https://xebuyt.net/1571-qua-duong-vao-thon-dong-gia-50m-tinh-lo-131-chieu-di-soc-son"
"Q11 045","Trạm xe buýt [Q11 045] Thuỷ Tạ, Quận 11","đd 90 (nhà hàng Thủy Tạ Đầm Sen) Hòa Bình, Quận 11, Tp.Hồ Chí Minh","15, 23, 62, 64, 69, 144","https://xebuyt.net/1571-thuy-ta"
"1614","Trạm xe bus Đối diện Trung tâm Giáo dục thường xuyên Huyện Sóc Sơn","","56A, 56B, 56C","https://xebuyt.net/1572-doi-dien-trung-tam-giao-duc-thuong-xuyen-huyen-soc-son"
"1616","Trạm xe bus Số 158 Đường Núi Đôi","","56A, 56B, 56C","https://xebuyt.net/1574-so-158-duong-nui-doi"
"Q11 086","Trạm xe buýt [Q11 086] Đường 3/2, Quận 11","107 Hàn Hải Nguyên, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1575-duong-3-2"
"56A","Trạm xe bus Trường cao đẳng thực hành Đa Phúc, Đường Núi Đôi","","56A, 56B, 56C","https://xebuyt.net/1575-truong-cao-dang-thuc-hanh-da-phuc-duong-nui-doi"
"Q11 085","Trạm xe buýt [Q11 085] Trường Hàn Hải Nguyên, Quận 11","211 Hàn Hải Nguyên, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1576-truong-han-hai-nguyen"
"56A","Trạm xe bus Trường Trung cấp KTKT đa ngành Sóc Sơn","","56A, 56B, 56C","https://xebuyt.net/1576-truong-trung-cap-ktkt-da-nganh-soc-son"
"Q11 087","Trạm xe buýt [Q11 087] Nguyễn Thị Nhỏ, Quận 11","59-61 Hàn Hải Nguyên, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1577-nguyen-thi-nho"
"56A","Trạm xe bus Đường vào thôn Đồng Giá - Tỉnh lộ 131 (chiều đi cầu Thăng Long)","","56A, 56B, 56C","https://xebuyt.net/1578-duong-vao-thon-dong-gia-tinh-lo-131-chieu-di-cau-thang-long"
"Q11 092","Trạm xe buýt [Q11 092] Trần Quý, Quận 11","225-227 Trần Quý, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1578-tran-quy"
"Q10 011","Trạm xe buýt [Q10 011] Bệnh viện nhi đồng, Quận 10","Đối diện 350 Đường 3/2, Quận 10, Tp.Hồ Chí Minh","02, 07","https://xebuyt.net/158-benh-vien-nhi-dong"
"48","Trạm xe bus Đối diện cổng làng văn hoá Mỹ Á thôn Đông Mỹ - Đê Hữu Hồng","","48","https://xebuyt.net/158-doi-dien-cong-lang-van-hoa-my-a-thon-dong-my-de-huu-hong"
"1622","Trạm xe bus Hoà Đình (395 Nguyễn Văn Cừ) - Quốc Lộ 1","","54","https://xebuyt.net/1580-hoa-dinh-395-nguyen-van-cu-quoc-lo-1"
"Q5 041","Trạm xe buýt [Q5 041] Khách sạn Hoàng Hậu, Quận 5","321-323 Nguyễn Chí Thanh, Quận 5, Tp.Hồ Chí Minh","66, 96, 119, 144","https://xebuyt.net/1580-khach-san-hoang-hau"
"1623","Trạm xe bus 687 Ngô Gia Tự (Hiệu sách nhân dân tỉnh Bắc Ninh - TX Bắc Ninh) - Quốc Lộ 1","","54","https://xebuyt.net/1581-687-ngo-gia-tu-hieu-sach-nhan-dan-tinh-bac-ninh-tx-bac-ninh-quoc-lo-1"
"Q6 074","Trạm xe buýt [Q6 074] Ban Chỉ huy Quân sự Phường 4, Quận 6","148 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1581-ban-chi-huy-quan-su-phuong-4"
"Q6 075","Trạm xe buýt [Q6 075] Phạm Phú Thứ, Quận 6","322 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1582-pham-phu-thu"
"1624","Trạm xe bus Trước đối diện BVĐK Mê Linh 600m","","63","https://xebuyt.net/1582-truoc-doi-dien-bvdk-me-linh-600m"
"58","Trạm xe bus Chi cục Thuế Huyện Mê Linh","","58, 63","https://xebuyt.net/1583-chi-cuc-thue-huyen-me-linh"
"35B","Trạm xe bus Đối diện chi cục Thuế huyện Mê Linh","","35B, 58, 63","https://xebuyt.net/1584-doi-dien-chi-cuc-thue-huyen-me-linh"
"Q6 077","Trạm xe buýt [Q6 077] Giáo xứ Bình Phước, Quận 6","648-650 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1584-giao-xu-binh-phuoc"
"Q6 076","Trạm xe buýt [Q6 076] Phường 8, Quận 6","560 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1585-phuong-8"
"63","Trạm xe bus Qua điểm cuối BVĐK Mê Linh 500m","","63","https://xebuyt.net/1585-qua-diem-cuoi-bvdk-me-linh-500m"
"Q6 053","Trạm xe buýt [Q6 053] Bình Phú, Quận 6","94 Bis Lý Chiêu Hoàng, Quận 6, Tp.Hồ Chí Minh","144","https://xebuyt.net/1586-binh-phu"
"1629","Trạm xe bus Trước đối diện lối rẽ vào UBND huyện Mê Linh 70m - QL23","","35B, 63","https://xebuyt.net/1586-truoc-doi-dien-loi-re-vao-ubnd-huyen-me-linh-70m-ql23"
"Q6 054","Trạm xe buýt [Q6 054] Chợ Bình Phú, Quận 6","Chợ Bình Phú Lý Chiêu Hoàng, Quận 6, Tp.Hồ Chí Minh","144","https://xebuyt.net/1587-cho-binh-phu"
"35B","Trạm xe bus Đối diện cổng làng Thường Lệ QL23","","35B, 63","https://xebuyt.net/1587-doi-dien-cong-lang-thuong-le-ql23"
"Q6 055","Trạm xe buýt [Q6 055] Nhà hàng Đại Hỷ, Quận 6","156 Lý Chiêu Hoàng, Quận 6, Tp.Hồ Chí Minh","144","https://xebuyt.net/1588-nha-hang-dai-hy"
"1631","Trạm xe bus Trước 70m cầu vượt Ngã tư Nam Hồng Cao tốc BTL-NB","","07, 35B, 53B, 56A, 56B, 56C, 58, 61","https://xebuyt.net/1588-truoc-70m-cau-vuot-nga-tu-nam-hong-cao-toc-btl-nb"
"Q6 004","Trạm xe buýt [Q6 004] Lý Chiêu Hoàng, Quận 6","426 An Dương Vương, Quận 6, Tp.Hồ Chí Minh","61, 101, 144","https://xebuyt.net/1589-ly-chieu-hoang"
"48","Trạm xe bus Đối diện điếm canh đê số 32 Thôn Đông Mỹ - Đê Hữu Hồng","","48","https://xebuyt.net/159-doi-dien-diem-canh-de-so-32-thon-dong-my-de-huu-hong"
"Q10 013","Trạm xe buýt [Q10 013] Nhà hát Hòa Bình, Quận 10","183A-183B Đường 3/2, Quận 10, Tp.Hồ Chí Minh","02, 07","https://xebuyt.net/159-nha-hat-hoa-binh"
"07","Trạm xe bus Qua cầu vượt ngã 4 Nam Hồng 70m Cao tốc BTL-NB","","07, 35B, 53B, 56B, 56C, 58, 61","https://xebuyt.net/1590-qua-cau-vuot-nga-4-nam-hong-70m-cao-toc-btl-nb"
"Q6 057","Trạm xe buýt [Q6 057] Trần Văn Kiểu, Quận 6","99 Lý Chiêu Hoàng, Quận 6, Tp.Hồ Chí Minh","144","https://xebuyt.net/1590-tran-van-kieu"
"Q6 002","Trạm xe buýt [Q6 002] Chợ An Dương Vương, Quận 6","648-650 An Dương Vương, Quận 6, Tp.Hồ Chí Minh","61, 144","https://xebuyt.net/1591-cho-an-duong-vuong"
"Q6 056","Trạm xe buýt [Q6 056] Nhà hàng Đại Hỷ, Quận 6","129 Lý Chiêu Hoàng, Quận 6, Tp.Hồ Chí Minh","144","https://xebuyt.net/1592-nha-hang-dai-hy"
"1635","Trạm xe bus Qua 50m ngã 3 Đào Cam Mộc - Việt Hùng (ngã 3 Giày da), đường Việt Hùng","","65","https://xebuyt.net/1592-qua-50m-nga-3-dao-cam-moc-viet-hung-nga-3-giay-da-duong-viet-hung"
"1636","Trạm xe bus Đối diện ngõ vào Cty vật tư Mỏ địa chất - Quốc lộ 3","","65","https://xebuyt.net/1593-doi-dien-ngo-vao-cty-vat-tu-mo-dia-chat-quoc-lo-3"
"Q6 058","Trạm xe buýt [Q6 058] Trường THCS Phú Định, Quận 6","61 Lý Chiêu Hoàng, Quận 6, Tp.Hồ Chí Minh","144","https://xebuyt.net/1593-truong-thcs-phu-dinh"
"Q6 082","Trạm xe buýt [Q6 082] Nhà máy rượu Bình Tây, Quận 6","621 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1594-nha-may-ruou-binh-tay"
"Q6 081","Trạm xe buýt [Q6 081] Cầu Phạm Văn Chí, Quận 6","713-715 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 101, 144","https://xebuyt.net/1595-cau-pham-van-chi"
"65","Trạm xe bus Trước 150m ngã 3 Việt Hùng - Đào Cam Mộc (ngã 3 Giầy da) , đường Việt Hùng","","65","https://xebuyt.net/1595-truoc-150m-nga-3-viet-hung-dao-cam-moc-nga-3-giay-da-duong-viet-hung"
"Q6 083","Trạm xe buýt [Q6 083] Bình Tiên, Quận 6","483 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1596-binh-tien"
"1639","Trạm xe bus Lối vào làng văn hóa thôn Nhì - QL23B","","61","https://xebuyt.net/1596-loi-vao-lang-van-hoa-thon-nhi-ql23b"
"1640","Trạm xe bus Công ty Bắc Hà - QL23B","","61","https://xebuyt.net/1597-cong-ty-bac-ha-ql23b"
"Q6 084","Trạm xe buýt [Q6 084] Phạm Phú Thứ, Quận 6","333 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1597-pham-phu-thu"
"1641","Trạm xe bus Qua cầu Lớn, số nhà 37 - QL 23B","","61","https://xebuyt.net/1598-qua-cau-lon-so-nha-37-ql-23b"
"Q6 086","Trạm xe buýt [Q6 086] Ủy ban nhân dân Quận 6, Quận 6","81 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1598-uy-ban-nhan-dan-quan-6"
"1642","Trạm xe bus Đối diện cty TNHH Bảo Yến (thôn Đìa - Nam Hồng) - QL 23B","","61","https://xebuyt.net/1599-doi-dien-cty-tnhh-bao-yen-thon-dia-nam-hong-ql-23b"
"Q11 023","Trạm xe buýt [Q11 023] Tạ Uyên, Quận 11","816 Nguyễn Chí Thanh, Quận 11, Tp.Hồ Chí Minh","66, 96, 119, 144","https://xebuyt.net/1599-ta-uyen"
"31","Trạm xe bus Đối diện ngõ 58 An Dương Vương","","31, 58","https://xebuyt.net/16-doi-dien-ngo-58-an-duong-vuong"
"Q5 093","Trạm xe buýt [Q5 093] Đồng Khánh, Quận 5","41 Trần Hưng Đạo, Quận 5, Tp.Hồ Chí Minh","01","https://xebuyt.net/16-dong-khanh"
"48","Trạm xe bus Đối diện điếm canh đê số 31 thôn Đông Trạch - Đê Hữu Hồng","","48","https://xebuyt.net/160-doi-dien-diem-canh-de-so-31-thon-dong-trach-de-huu-hong"
"Q10 012","Trạm xe buýt [Q10 012] Nhà thờ Vinh Sơn, Quận 10","273-275 Đường 3/2, Quận 10, Tp.Hồ Chí Minh","02, 07","https://xebuyt.net/160-nha-tho-vinh-son"
"Q11 088","Trạm xe buýt [Q11 088] Nguyễn Thị Nhỏ, Quận 11","36 Hàn Hải Nguyên, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1600-nguyen-thi-nho"
"Q11 090","Trạm xe buýt [Q11 090] Điện lạnh Vi Thành, Quận 11","292 Hàn Hải Nguyên, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1601-dien-lanh-vi-thanh"
"1644","Trạm xe bus Đối diện cty TNHH XD CN 305, xã Tiền Phong - QL23B","","35B","https://xebuyt.net/1601-doi-dien-cty-tnhh-xd-cn-305-xa-tien-phong-ql23b"
"35B","Trạm xe bus Đối diện hội trường đa năng xã Tiền Phong - QL 23B","","35B","https://xebuyt.net/1603-doi-dien-hoi-truong-da-nang-xa-tien-phong-ql-23b"
"35B","Trạm xe bus Cách cổng Cty TNHH xây dựng 305 - 30m - QL23B","","35B","https://xebuyt.net/1604-cach-cong-cty-tnhh-xay-dung-305-30m-ql23b"
"QTP 146","Trạm xe buýt [QTP 146] Đầm Sen, Quận Tân Phú","45 (Đối diện công viên nước Đầm Sen) Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 62, 64, 69, 144","https://xebuyt.net/1604-dam-sen"
"QTP 142","Trạm xe buýt [QTP 142] Ngã 4 bốn xã, Quận Tân Phú","278 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 144","https://xebuyt.net/1605-nga-4-bon-xa"
"61","Trạm xe bus Công ty TNHH Bảo Yến (thôn Đìa - Nam Hồng) - QL 23B","","61","https://xebuyt.net/1606-cong-ty-tnhh-bao-yen-thon-dia-nam-hong-ql-23b"
"QTP 141","Trạm xe buýt [QTP 141] Ngã 4 bốn xã, Quận Tân Phú","314-316 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 144","https://xebuyt.net/1606-nga-4-bon-xa"
"Q6 085","Trạm xe buýt [Q6 085] Ban Chỉ huy Quân sự Phường 4, Quận 6","117-181 Phạm Văn Chí, Quận 6, Tp.Hồ Chí Minh","62, 144","https://xebuyt.net/1607-ban-chi-huy-quan-su-phuong-4"
"61","Trạm xe bus Gần cầu Lớn (số 40-42) - QL 23B","","61","https://xebuyt.net/1607-gan-cau-lon-so-40-42-ql-23b"
"Q11 022","Trạm xe buýt [Q11 022] Chợ Thiết, Quận 11","698 Nguyễn Chí Thanh, Quận 11, Tp.Hồ Chí Minh","66, 96, 119, 144","https://xebuyt.net/1608-cho-thiet"
"61","Trạm xe bus Đối diện cty Bắc Hà - QL 23B","","61","https://xebuyt.net/1608-doi-dien-cty-bac-ha-ql-23b"
"QTP 182","Trạm xe buýt [QTP 182] Bình Long, Quận Tân Phú","54 (445) Bình Long, Quận Tân Phú, Tp.Hồ Chí Minh","41, 144","https://xebuyt.net/1609-binh-long"
"61","Trạm xe bus Đối diện đường vào làng văn hóa thôn Nhì - QL 23B","","61","https://xebuyt.net/1609-doi-dien-duong-vao-lang-van-hoa-thon-nhi-ql-23b"
"48","Trạm xe bus Đối diện điếm canh đê số 30 - Đê Hữu Hồng","","48","https://xebuyt.net/161-doi-dien-diem-canh-de-so-30-de-huu-hong"
"61","Trạm xe bus Quỹ tiết kiệm số 89 - QL 23B","","61","https://xebuyt.net/1610-quy-tiet-kiem-so-89-ql-23b"
"Q11 093","Trạm xe buýt [Q11 093] Trần Quý, Quận 11","258 Trần Quý, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1610-tran-quy"
"61","Trạm xe bus Đối diện thôn Lương Nỗ - QL 23B","","61","https://xebuyt.net/1611-doi-dien-thon-luong-no-ql-23b"
"QTP 185","Trạm xe buýt [QTP 185] Phú Thọ Hòa, Quận Tân Phú","333 Bình Long, Quận Tân Phú, Tp.Hồ Chí Minh","144, 149","https://xebuyt.net/1611-phu-tho-hoa"
"61","Trạm xe bus Gần ngã 4 QL 23B - QL3 (đối diện đài phát thanh Đông Anh) - Cao Lỗ","","61","https://xebuyt.net/1612-gan-nga-4-ql-23b-ql3-doi-dien-dai-phat-thanh-dong-anh-cao-lo"
"Q11 089","Trạm xe buýt [Q11 089] Trường Hàn Hải Nguyên, Quận 11","176 (190) Hàn Hải Nguyên, Quận 11, Tp.Hồ Chí Minh","144","https://xebuyt.net/1612-truong-han-hai-nguyen"
"61","Trạm xe bus Bệnh viện đa khoa Đông Anh - Cao Lỗ","","61","https://xebuyt.net/1613-benh-vien-da-khoa-dong-anh-cao-lo"
"QTP 116","Trạm xe buýt [QTP 116] Bình Long, Quận Tân Phú","214 Lê Thúc Hoạch, Quận Tân Phú, Tp.Hồ Chí Minh","30, 144","https://xebuyt.net/1614-binh-long"
"61","Trạm xe bus Gần ngã 4 Cao Lỗ - Việt Hùng 200m","","61","https://xebuyt.net/1614-gan-nga-4-cao-lo-viet-hung-200m"
"61","Trạm xe bus Gần ngã 3 trường THCS Việt Hùng 200m","","61","https://xebuyt.net/1615-gan-nga-3-truong-thcs-viet-hung-200m"
"BX34","Trạm xe buýt [BX34] Hiệp Thành, Quận 12","BÃI XE HIỆP THÀNH Nguyễn Ảnh Thủ, Quận 12, Tp.Hồ Chí Minh","18, 48, 145, 146","https://xebuyt.net/1615-hiep-thanh"
"Q11 044","Trạm xe buýt [Q11 044] Trường Hòa Bình, Quận 11","72 Hòa Bình, Quận 11, Tp.Hồ Chí Minh","15, 23, 62, 64, 69, 144","https://xebuyt.net/1616-truong-hoa-binh"
"61","Trạm xe bus ƯBND xã Vân Hà - Nguyễn Trực","","61","https://xebuyt.net/1616-ubnd-xa-van-ha-nguyen-truc"
"QTP 145","Trạm xe buýt [QTP 145] Chùa Huệ Quang, Quận Tân Phú","116 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 62, 64, 69, 144","https://xebuyt.net/1617-chua-hue-quang"
"Q12 176","Trạm xe buýt [Q12 176] Ngân hàng Agribank, Quận 12","Trường Mau giáo Họa Mi 2 Nguyễn Ảnh Thủ, Quận 12, Tp.Hồ Chí Minh","18, 48, 145","https://xebuyt.net/1618-ngan-hang-agribank"
"QTP 144","Trạm xe buýt [QTP 144] Ngã 4 Hòa Bình, Quận Tân Phú","126 Hòa Bình, Quận Tân Phú, Tp.Hồ Chí Minh","15, 62, 64, 144","https://xebuyt.net/1619-nga-4-hoa-binh"
"48","Trạm xe bus Đối diện lối rẽ vào đường Tứ Hiệp 70m - Đê Hữu Hồng","","48","https://xebuyt.net/162-doi-dien-loi-re-vao-duong-tu-hiep-70m-de-huu-hong"
